client_id,family,n_purchases,first_purchase_date,last_purchase_date,days_since_last_purchase,mean_ipt,median_ipt,std_ipt,cv_ipt,total_units,total_value,avg_units_per_purchase,avg_value_per_purchase,units_3m,units_6m,usage_type,expected_next_purchase_date,expected_next_purchase_days,delay_days,volume_change_3m_vs_6m,anomaly_frequency_drop,anomaly_volume_drop,anomaly_total_disappearance,anomaly_significant_delay,total_anomalies,risk_level,priority,churn_probability
1000072282,Familia T2,17,2021-01-25,2025-05-29,345,99.0625,34.0,135.2998839384203,1.3658032448042428,37,13262.88,2.176470588235294,780.1694117647058,0,0,PUNTUAL,2025-09-05 01:30:00.000000,99.0625,246,0.0,True,False,True,False,2,ROJO,1,0.55
1000072361,Familia T1,8,2021-07-26,2024-02-21,808,134.28571428571428,81.0,137.22423181026872,1.0218825773105118,33,10547.289999999999,4.125,1318.4112499999999,0,0,PUNTUAL,2024-07-04 06:51:25.714286,134.28571428571428,674,0.0,True,False,True,True,3,ROJO,1,0.625
1000072381,Familia T1,38,2021-02-22,2025-10-23,198,46.054054054054056,42.0,33.72539819727331,0.7323003129689626,308,81372.34000000001,8.105263157894736,2141.377368421053,0,0,PUNTUAL,2025-12-08 01:17:50.270270,46.054054054054056,152,0.0,True,False,True,True,3,ROJO,1,0.625
1000072411,Familia T1,18,2021-03-09,2025-05-26,348,90.52941176470588,82.0,56.57178432758614,0.6248995019941288,40,12592.32,2.2222222222222223,699.5733333333333,0,0,PUNTUAL,2025-08-24 12:42:21.176471,90.52941176470588,258,0.0,True,False,True,True,3,ROJO,1,0.625
1000072411,Familia T2,20,2021-02-02,2024-12-12,513,74.15789473684211,61.0,50.864384352588665,0.685893046628236,34,16458.489999999998,1.7,822.9244999999999,0,0,PUNTUAL,2025-02-24 03:47:22.105263,74.15789473684211,439,0.0,True,False,True,True,3,ROJO,1,0.625
1000072446,Familia T1,18,2021-03-24,2025-10-07,214,97.52941176470588,28.0,117.53653632059358,1.2051393953257483,48,15842.279999999999,2.6666666666666665,880.1266666666666,0,0,PUNTUAL,2026-01-12 12:42:21.176471,97.52941176470588,117,0.0,True,False,False,False,1,AMARILLO,3,0.47500000000000003
1000072446,Familia T2,9,2021-04-21,2024-04-22,747,137.125,108.5,134.12534948696313,0.9781246999960849,20,9690.09,2.2222222222222223,1076.6766666666667,0,0,PUNTUAL,2024-09-06 03:00:00.000000,137.125,610,0.0,True,False,True,True,3,ROJO,1,0.625
1000072466,Familia T1,6,2024-11-29,2025-07-07,306,44.0,37.0,18.994736112934024,0.4316985480212278,30,8525.880000000001,5.0,1420.9800000000002,0,0,MIXTO,2025-08-20 00:00:00.000000,44.0,262,0.0,True,False,True,True,3,ROJO,1,0.625
1000072466,Familia T2,6,2025-03-14,2025-11-20,170,50.2,37.0,45.021772510642,0.8968480579809163,20,9043.359999999999,3.3333333333333335,1507.2266666666665,0,5,PUNTUAL,2026-01-09 04:48:00.000000,50.2,120,-99.999980000004,True,True,True,True,4,ROJO,1,0.99
1000072514,Familia T1,12,2021-11-09,2025-05-21,353,117.18181818181819,0.0,201.50741839798727,1.7196133455220015,22,9544.289999999999,1.8333333333333333,795.3575,0,0,PUNTUAL,2025-09-15 04:21:49.090909,117.18181818181819,236,0.0,True,False,True,False,2,ROJO,1,0.55
1000072582,Familia T1,7,2022-06-02,2025-06-23,320,186.16666666666666,120.5,113.1980810595107,0.6080469886813467,9,4541.95,1.2857142857142858,648.85,0,0,PUNTUAL,2025-12-26 04:00:00.000000,186.16666666666666,134,0.0,True,False,False,False,1,AMARILLO,3,0.3613757791629564
1000072582,Familia T2,9,2022-09-14,2025-06-23,320,126.625,105.5,81.93432964881082,0.6470628205236787,9,4445.2,1.0,493.9111111111111,0,0,PUNTUAL,2025-10-27 15:00:00.000000,126.625,194,0.0,True,False,True,True,3,ROJO,1,0.625
1000072593,Familia T1,3,2021-10-20,2023-07-21,1023,319.5,319.5,136.5,0.4272300469483568,8,2248.12,2.6666666666666665,749.3733333333333,0,0,PUNTUAL,2024-06-04 12:00:00.000000,319.5,704,0.0,True,False,True,True,3,ROJO,1,0.625
1000072653,Familia T1,2,2021-01-20,2024-03-21,779,1156.0,1156.0,0.0,0.0,11,3039.1400000000003,5.5,1519.5700000000002,0,0,PUNTUAL,2027-05-21 00:00:00.000000,1156.0,-377,0.0,False,False,False,False,0,VERDE,4,0.0
1000072672,Familia T1,5,2023-02-14,2024-07-05,673,126.75,122.5,67.79887535940401,0.5349023696994399,25,6999.8,5.0,1399.96,0,0,PUNTUAL,2024-11-08 18:00:00.000000,126.75,546,0.0,True,False,True,True,3,ROJO,1,0.625
1000072689,Familia T1,25,2021-04-21,2025-09-04,247,66.54166666666667,55.5,46.5447626544121,0.6994829703856545,34,30781.530000000002,1.36,1231.2612000000001,0,0,PUNTUAL,2025-11-09 13:00:00.000000,66.54166666666667,181,0.0,True,False,True,True,3,ROJO,1,0.625
1000072718,Familia T1,45,2021-02-12,2025-11-12,178,39.40909090909091,2.5,60.28618045389017,1.5297531372382742,95,60444.07000000001,2.111111111111111,1343.2015555555556,0,3,PUNTUAL,2025-12-21 09:49:05.454545,39.40909090909091,139,-99.99996666667778,True,True,True,True,4,ROJO,1,0.99
1000072718,Familia T2,7,2021-03-10,2025-02-26,437,241.5,178.5,174.20940464471678,0.7213639943880612,11,4341.889999999999,1.5714285714285714,620.2699999999999,0,0,PUNTUAL,2025-10-25 12:00:00.000000,241.5,196,0.0,True,False,False,False,1,AMARILLO,3,0.398298969072165
1000072763,Familia T1,25,2021-03-19,2025-11-17,173,71.0,51.5,80.63446326891912,1.1356966657594243,51,36359.2,2.04,1454.368,0,3,PUNTUAL,2026-01-27 00:00:00.000000,71.0,102,-99.99996666667778,True,True,True,False,3,ROJO,1,0.9249999000000333
1000072836,Familia T1,2,2022-11-30,2023-08-22,991,265.0,265.0,0.0,0.0,10,2758.55,5.0,1379.275,0,0,PUNTUAL,2024-05-13 00:00:00.000000,265.0,726,0.0,True,False,True,True,3,ROJO,1,0.625
1000072912,Familia T1,9,2021-03-30,2024-12-23,502,170.5,97.5,157.13688300332294,0.9216239472335656,11,5220.570000000001,1.2222222222222223,580.0633333333334,0,0,PUNTUAL,2025-06-11 12:00:00.000000,170.5,332,0.0,True,False,True,True,3,ROJO,1,0.625
1000073050,Familia T1,15,2022-05-10,2025-09-02,249,86.5,77.0,78.25667474955183,0.9047014421913507,45,10738.170000000002,3.0,715.8780000000002,0,0,PUNTUAL,2025-11-27 12:00:00.000000,86.5,163,0.0,True,False,True,True,3,ROJO,1,0.625
1000073093,Familia T1,11,2021-06-11,2025-10-23,198,159.5,126.5,93.76059940081441,0.5878407485944477,68,17556.18,6.181818181818182,1596.0163636363636,0,0,PUNTUAL,2026-03-31 12:00:00.000000,159.5,39,0.0,False,False,False,False,0,AMARILLO,3,0.09719626168224299
1000073127,Familia T1,12,2021-05-12,2025-09-25,226,145.1818181818182,142.0,47.20134470699707,0.32511884269064983,128,34749.07,10.666666666666666,2895.755833333333,0,0,PUNTUAL,2026-02-17 04:21:49.090909,145.1818181818182,81,0.0,True,False,False,False,1,AMARILLO,3,0.2966417910447761
1000073172,Familia T1,2,2025-02-18,2025-09-24,227,218.0,218.0,0.0,0.0,2,575.5,1.0,287.75,0,0,PUNTUAL,2026-04-30 00:00:00.000000,218.0,9,0.0,False,False,False,True,1,AMARILLO,3,0.09143835616438356
1000073172,Familia T2,4,2024-11-29,2025-11-27,163,121.0,31.0,149.7353220408153,1.2374820003373166,7,2411.51,1.75,602.8775,0,2,PUNTUAL,2026-03-28 00:00:00.000000,121.0,42,-99.999950000025,False,True,False,False,1,AMARILLO,3,0.5127047680328618
1000073185,Familia T1,2,2021-01-28,2023-11-27,894,1033.0,1033.0,0.0,0.0,11,2548.6800000000003,5.5,1274.3400000000001,0,0,PUNTUAL,2026-09-25 00:00:00.000000,1033.0,-139,0.0,False,False,False,False,0,VERDE,4,0.0
1000073209,Familia T1,12,2021-02-16,2024-06-26,682,111.45454545454545,77.0,99.07697983832722,0.8889451698381724,16,4141.5199999999995,1.3333333333333333,345.1266666666666,0,0,PUNTUAL,2024-10-15 10:54:32.727273,111.45454545454545,571,0.0,True,False,True,True,3,ROJO,1,0.625
1000073209,Familia T2,9,2021-02-16,2024-06-27,681,153.375,75.0,173.53813521817042,1.1314629843075497,11,4604.550000000001,1.2222222222222223,511.6166666666668,0,0,PUNTUAL,2024-11-27 09:00:00.000000,153.375,528,0.0,True,False,True,True,3,ROJO,1,0.625
1000073301,Familia T1,3,2023-02-22,2025-04-03,401,385.5,385.5,372.5,0.9662775616083009,3,839.7599999999999,1.0,279.91999999999996,0,0,PUNTUAL,2026-04-23 12:00:00.000000,385.5,16,0.0,False,False,False,False,0,AMARILLO,3,0.016558861578266495
1000073357,Familia T2,2,2022-02-09,2025-11-10,180,1370.0,1370.0,0.0,0.0,2,1070.68,1.0,535.34,0,0,PUNTUAL,2029-08-11 00:00:00.000000,1370.0,-1190,0.0,False,False,False,False,0,VERDE,4,0.0
1000073390,Familia T1,6,2022-11-29,2025-03-24,411,169.2,58.0,203.80618243811938,1.2045282650007056,11,7135.35,1.8333333333333333,1189.2250000000001,0,0,PUNTUAL,2025-09-09 04:48:00.000000,169.2,242,0.0,True,False,True,False,2,ROJO,1,0.55
1000073390,Familia T2,6,2022-03-24,2025-03-24,411,219.2,87.0,289.1348474328198,1.3190458368285576,10,5616.889999999999,1.6666666666666667,936.1483333333332,0,0,PUNTUAL,2025-10-29 04:48:00.000000,219.2,192,0.0,True,False,False,False,1,AMARILLO,3,0.4237738419618529
1000073404,Familia T1,11,2023-01-20,2025-12-29,131,107.4,101.5,71.17330960409247,0.6626937579524438,16,8101.349999999999,1.4545454545454546,736.4863636363635,0,1,PUNTUAL,2026-04-15 09:36:00.000000,107.4,24,-99.99990000010001,False,True,False,False,1,AMARILLO,3,0.46356058560915614
1000073404,Familia T2,9,2023-03-23,2025-11-07,183,120.0,114.0,77.01623205532714,0.6418019337943928,11,4782.03,1.2222222222222223,531.3366666666666,0,0,PUNTUAL,2026-03-07 00:00:00.000000,120.0,63,0.0,True,False,False,False,1,AMARILLO,3,0.2832644628099174
1000073487,Familia T1,22,2021-11-03,2025-09-03,248,66.66666666666667,29.0,85.0413531526383,1.2756202972895743,63,18477.78,2.8636363636363638,839.8990909090909,0,0,PUNTUAL,2025-11-08 16:00:00.000000,66.66666666666667,181,0.0,True,False,True,True,3,ROJO,1,0.625
1000073487,Familia T2,4,2021-11-03,2022-10-04,1313,111.66666666666667,78.0,93.31071154422138,0.8356183123363108,13,5454.21,3.25,1363.5525,0,0,PUNTUAL,2023-01-23 16:00:00.000000,111.66666666666667,1201,0.0,True,False,True,True,3,ROJO,1,0.625
1000073493,Familia T1,7,2021-03-15,2025-10-01,220,276.8333333333333,278.5,99.2931965891364,0.35867500273017366,7,3166.83,1.0,452.4042857142857,0,0,PUNTUAL,2026-07-04 20:00:00.000000,276.8333333333333,-57,0.0,False,False,False,False,0,VERDE,4,0.0
1000073521,Familia T1,53,2021-02-24,2025-12-02,158,33.5,28.0,19.04801625043729,0.5685975000130534,157,117363.50000000001,2.9622641509433962,2214.405660377359,0,6,PUNTUAL,2026-01-04 12:00:00.000000,33.5,125,-99.9999833333361,True,True,True,True,4,ROJO,1,0.99
1000073529,Familia T1,2,2021-09-10,2022-10-24,1293,409.0,409.0,0.0,0.0,4,1151.06,2.0,575.53,0,0,PUNTUAL,2023-12-07 00:00:00.000000,409.0,884,0.0,True,False,True,True,3,ROJO,1,0.625
1000073529,Familia T2,2,2021-09-10,2022-10-24,1293,409.0,409.0,0.0,0.0,4,1870.0,2.0,935.0,0,0,PUNTUAL,2023-12-07 00:00:00.000000,409.0,884,0.0,True,False,True,True,3,ROJO,1,0.625
1000073586,Familia T1,12,2021-03-01,2025-09-23,228,151.54545454545453,138.0,125.63031165531497,0.8289942580734642,41,11780.34,3.4166666666666665,981.695,0,0,PUNTUAL,2026-02-21 13:05:27.272727,151.54545454545453,77,0.0,True,False,False,False,1,AMARILLO,3,0.2769070321811681
1000073587,Familia T1,11,2021-02-17,2025-04-24,380,152.7,108.0,111.25291007429874,0.7285717752082432,15,7487.75,1.3636363636363635,680.7045454545455,0,0,PUNTUAL,2025-09-23 16:48:00.000000,152.7,227,0.0,True,False,True,True,3,ROJO,1,0.625
1000073631,Familia T1,5,2021-07-09,2024-07-23,655,277.5,174.5,267.4308321790889,0.9637147105552752,14,3929.8199999999997,2.8,785.9639999999999,0,0,PUNTUAL,2025-04-26 12:00:00.000000,277.5,378,0.0,True,False,True,False,2,ROJO,1,0.55
1000073631,Familia T2,5,2021-07-09,2024-07-23,655,277.5,174.5,267.4308321790889,0.9637147105552752,13,6112.51,2.6,1222.502,0,0,PUNTUAL,2025-04-26 12:00:00.000000,277.5,378,0.0,True,False,True,False,2,ROJO,1,0.55
1000073681,Familia T1,2,2021-05-06,2023-10-27,925,904.0,904.0,0.0,0.0,8,6231.45,4.0,3115.725,0,0,PUNTUAL,2026-04-18 00:00:00.000000,904.0,21,0.0,False,False,False,True,1,AMARILLO,3,0.0842817679558011
1000073681,Familia T2,2,2021-05-06,2023-10-27,925,904.0,904.0,0.0,0.0,5,2091.74,2.5,1045.87,0,0,PUNTUAL,2026-04-18 00:00:00.000000,904.0,21,0.0,False,False,False,True,1,AMARILLO,3,0.0842817679558011
1000073701,Familia T1,5,2021-01-13,2021-06-02,1802,35.0,29.5,26.124700955226263,0.7464200272921789,6,1880.8400000000001,1.2,376.168,0,0,PUNTUAL,2021-07-07 00:00:00.000000,35.0,1767,0.0,True,False,True,True,3,ROJO,1,0.625
1000073701,Familia T2,2,2021-06-29,2022-06-16,1423,352.0,352.0,0.0,0.0,2,924.8299999999999,1.0,462.41499999999996,0,0,PUNTUAL,2023-06-03 00:00:00.000000,352.0,1071,0.0,True,False,True,True,3,ROJO,1,0.625
1000073867,Familia T1,8,2021-11-03,2025-11-06,184,209.14285714285714,153.0,201.18962524474875,0.9619722518533069,14,7435.3,1.75,929.4125,0,0,PUNTUAL,2026-06-03 03:25:42.857143,209.14285714285714,-25,0.0,False,False,False,False,0,VERDE,4,0.0
1000073926,Familia T1,15,2021-02-24,2023-11-27,894,71.85714285714286,74.0,65.21706299828634,0.9075933220437462,33,10874.420000000002,2.2,724.9613333333334,0,0,PUNTUAL,2024-02-06 20:34:17.142857,71.85714285714286,822,0.0,True,False,True,True,3,ROJO,1,0.625
1000073926,Familia T2,2,2021-11-29,2021-11-29,1622,0.0,0.0,0.0,0.0,2,773.73,1.0,386.865,0,0,PUNTUAL,2021-11-29 00:00:00.000000,0.0,1622,0.0,True,False,True,True,3,ROJO,1,0.625
1000073944,Familia T1,4,2022-02-21,2023-01-27,1198,113.33333333333333,0.0,160.27753706895078,1.4142135623730951,9,3760.5,2.25,940.125,0,0,PUNTUAL,2023-05-20 08:00:00.000000,113.33333333333333,1085,0.0,True,False,True,True,3,ROJO,1,0.625
1000073944,Familia T2,2,2021-05-05,2023-01-27,1198,632.0,632.0,0.0,0.0,3,1333.4299999999998,1.5,666.7149999999999,0,0,PUNTUAL,2024-10-20 00:00:00.000000,632.0,566,0.0,True,False,False,True,2,NARANJA,2,0.5076619273301738
1000073946,Familia T1,25,2021-03-08,2025-10-27,194,70.58333333333333,36.0,86.68088825622918,1.2280645325557855,32,13394.51,1.28,535.7804,0,0,PUNTUAL,2026-01-05 14:00:00.000000,70.58333333333333,124,0.0,True,False,True,False,2,ROJO,1,0.55
1000073946,Familia T2,23,2021-03-08,2025-06-18,325,71.04545454545455,50.5,77.52153792963092,1.091154084742086,25,12456.050000000001,1.0869565217391304,541.5673913043479,0,0,PUNTUAL,2025-08-28 01:05:27.272727,71.04545454545455,254,0.0,True,False,True,True,3,ROJO,1,0.625
1000073965,Familia T1,3,2021-11-29,2024-11-14,541,540.5,540.5,91.5,0.1692876965772433,17,4699.51,5.666666666666667,1566.5033333333333,0,0,PUNTUAL,2026-05-08 12:00:00.000000,540.5,1,0.0,False,False,False,False,0,AMARILLO,3,0.0007386888273314867
1000073965,Familia T2,2,2022-01-03,2024-11-14,541,1046.0,1046.0,0.0,0.0,2,907.08,1.0,453.54,0,0,PUNTUAL,2027-09-26 00:00:00.000000,1046.0,-505,0.0,False,False,False,False,0,VERDE,4,0.0
1000073983,Familia T1,49,2021-03-05,2025-11-19,171,35.833333333333336,33.5,18.992688651747603,0.5300285205138866,212,48976.23,4.326530612244898,999.5148979591837,0,3,PUNTUAL,2025-12-24 20:00:00.000000,35.833333333333336,135,-99.99996666667778,True,True,True,True,4,ROJO,1,0.99
1000073996,Familia T1,25,2021-03-04,2025-11-11,179,71.375,66.0,73.99313735070301,1.0366814339853312,69,15336.74,2.76,613.4696,0,2,PUNTUAL,2026-01-21 09:00:00.000000,71.375,108,-99.999950000025,True,True,True,False,3,ROJO,1,0.924999850000075
1000073996,Familia T2,17,2021-03-04,2025-10-03,218,104.625,112.0,73.55429542181749,0.7030279132312305,35,12289.75,2.0588235294117645,722.9264705882352,0,0,PUNTUAL,2026-01-15 15:00:00.000000,104.625,114,0.0,True,False,False,False,1,AMARILLO,3,0.47500000000000003
1000074004,Familia T1,2,2022-04-13,2023-11-16,905,582.0,582.0,0.0,0.0,2,616.13,1.0,308.065,0,0,PUNTUAL,2025-06-20 00:00:00.000000,582.0,323,0.0,True,False,False,True,2,NARANJA,2,0.37161234991423675
1000074004,Familia T2,3,2021-07-13,2023-11-16,905,428.0,428.0,154.0,0.3598130841121495,6,2875.67,2.0,958.5566666666667,0,0,PUNTUAL,2025-01-17 00:00:00.000000,428.0,477,0.0,True,False,True,True,3,ROJO,1,0.625
1000074035,Familia T1,31,2021-04-07,2025-12-03,157,56.7,59.5,41.48345051543647,0.7316305205544351,97,32946.29,3.129032258064516,1062.7835483870967,0,7,PUNTUAL,2026-01-28 16:48:00.000000,56.7,100,-99.99998571428776,True,True,True,True,4,ROJO,1,0.99
1000074035,Familia T2,20,2021-04-07,2025-11-13,177,88.47368421052632,65.0,51.493861076169615,0.5820246046681872,38,24466.989999999994,1.9,1223.3494999999998,0,1,PUNTUAL,2026-02-09 11:22:06.315789,88.47368421052632,89,-99.99990000010001,True,True,False,False,2,NARANJA,2,0.8478820529414766
1000074085,Familia T1,7,2021-04-15,2025-02-13,450,233.33333333333334,226.5,181.56694510718506,0.7781440504593645,9,4356.27,1.2857142857142858,622.3242857142858,0,0,PUNTUAL,2025-10-04 08:00:00.000000,233.33333333333334,217,0.0,True,False,False,False,1,AMARILLO,3,0.4454125177809388
1000074102,Familia T1,3,2021-05-14,2022-11-30,1256,282.5,282.5,100.5,0.35575221238938054,9,4975.65,3.0,1658.55,0,0,PUNTUAL,2023-09-08 12:00:00.000000,282.5,974,0.0,True,False,True,True,3,ROJO,1,0.625
1000074113,Familia T1,8,2022-03-22,2025-11-12,178,190.14285714285714,237.0,111.72341942931925,0.5875762103720772,12,9776.42,1.5,1222.0525,0,1,PUNTUAL,2026-05-21 03:25:42.857143,190.14285714285714,-12,-99.99990000010001,False,True,False,False,1,AMARILLO,3,0.37499970000030003
1000074113,Familia T2,5,2021-03-09,2025-03-20,415,368.0,360.0,104.32641084595981,0.2834956816466299,5,2400.35,1.0,480.07,0,0,PUNTUAL,2026-03-23 00:00:00.000000,368.0,47,0.0,False,False,False,False,0,AMARILLO,3,0.050948509485094856
1000074180,Familia T1,23,2021-02-08,2025-11-12,178,79.0,60.0,71.27092994023198,0.9021636701295187,48,37028.56,2.0869565217391304,1609.9373913043478,0,2,PUNTUAL,2026-01-30 00:00:00.000000,79.0,99,-99.999950000025,True,True,False,False,2,NARANJA,2,0.849999850000075
1000074180,Familia T2,3,2022-05-23,2025-11-13,177,635.0,635.0,338.0,0.5322834645669291,4,1771.75,1.3333333333333333,590.5833333333334,0,2,PUNTUAL,2027-08-10 00:00:00.000000,635.0,-458,-99.999950000025,False,True,False,False,1,AMARILLO,3,0.37499985000007496
1000074183,Familia T1,2,2025-06-11,2025-06-11,332,0.0,0.0,0.0,0.0,4,1483.8400000000001,2.0,741.9200000000001,0,0,PUNTUAL,2025-06-11 00:00:00.000000,0.0,332,0.0,True,False,True,True,3,ROJO,1,0.625
1000074185,Familia T1,9,2021-04-28,2024-10-23,563,159.25,130.5,165.49074747550088,1.0391883671930982,24,8301.44,2.6666666666666665,922.3822222222223,0,0,PUNTUAL,2025-03-31 06:00:00.000000,159.25,404,0.0,True,False,True,True,3,ROJO,1,0.625
1000074185,Familia T2,4,2021-11-03,2024-10-23,563,361.6666666666667,334.0,187.59234762881158,0.5186885187893407,14,4785.77,3.5,1196.4425,0,0,PUNTUAL,2025-10-19 16:00:00.000000,361.6666666666667,201,0.0,True,False,False,False,1,AMARILLO,3,0.29669117647058824
1000074224,Familia T1,15,2021-03-09,2025-10-20,201,120.42857142857143,82.5,163.31770715200403,1.3561375445599386,20,7892.140000000001,1.3333333333333333,526.1426666666667,0,0,PUNTUAL,2026-02-17 10:17:08.571429,120.42857142857143,81,0.0,True,False,False,False,1,AMARILLO,3,0.3418235294117647
1000074224,Familia T2,12,2021-11-30,2025-10-20,201,129.0909090909091,117.0,94.13960092761133,0.7292504297209328,19,8624.69,1.5833333333333333,718.7241666666667,0,0,PUNTUAL,2026-02-26 02:10:54.545455,129.0909090909091,72,0.0,True,False,False,False,1,AMARILLO,3,0.29638364779874216
1000074347,Familia T1,3,2023-01-31,2024-12-02,523,335.5,335.5,34.5,0.10283159463487332,8,4069.7900000000004,2.6666666666666665,1356.5966666666668,0,0,PUNTUAL,2025-11-02 12:00:00.000000,335.5,188,0.0,True,False,False,True,2,ROJO,1,0.3734769687964339
1000074347,Familia T2,2,2023-01-31,2023-01-31,1194,0.0,0.0,0.0,0.0,4,2042.26,2.0,1021.13,0,0,PUNTUAL,2023-01-31 00:00:00.000000,0.0,1194,0.0,True,False,True,True,3,ROJO,1,0.625
1000074407,Familia T1,4,2022-06-01,2025-06-13,330,369.3333333333333,372.0,156.77868335827915,0.42449101992313854,4,3799.5,1.0,949.875,0,0,PUNTUAL,2026-06-17 08:00:00.000000,369.3333333333333,-39,0.0,False,False,False,False,0,VERDE,4,0.0
1000074444,Familia T1,5,2023-05-24,2025-11-28,162,229.75,150.5,233.85291851931206,1.0178581872440133,12,5191.6,2.4,1038.3200000000002,0,4,PUNTUAL,2026-07-15 18:00:00.000000,229.75,-68,-99.99997500000624,False,True,False,False,1,AMARILLO,3,0.3749999250000187
1000074444,Familia T2,2,2023-05-24,2023-07-27,1017,64.0,64.0,0.0,0.0,4,1822.65,2.0,911.325,0,0,SISTEMATICO,2023-09-29 00:00:00.000000,64.0,953,0.0,True,False,True,True,3,ROJO,1,0.625
1000074494,Familia T1,3,2025-05-06,2025-08-25,257,55.5,55.5,30.5,0.5495495495495496,12,3412.6499999999996,4.0,1137.55,0,0,PUNTUAL,2025-10-19 12:00:00.000000,55.5,202,0.0,True,False,True,True,3,ROJO,1,0.625
1000074494,Familia T2,6,2025-05-06,2025-11-06,184,36.8,25.0,25.182533629482162,0.6843079790620153,27,12253.75,4.5,2042.2916666666667,0,0,PUNTUAL,2025-12-12 19:12:00.000000,36.8,147,0.0,True,False,True,True,3,ROJO,1,0.625
1000074511,Familia T1,6,2021-07-30,2024-03-26,774,194.0,145.0,112.17308054965773,0.5782117554106069,27,7824.08,4.5,1304.0133333333333,0,0,PUNTUAL,2024-10-06 00:00:00.000000,194.0,580,0.0,True,False,True,True,3,ROJO,1,0.625
1000074511,Familia T2,6,2021-07-30,2024-03-26,774,194.0,145.0,112.17308054965773,0.5782117554106069,15,7081.86,2.5,1180.31,0,0,PUNTUAL,2024-10-06 00:00:00.000000,194.0,580,0.0,True,False,True,True,3,ROJO,1,0.625
1000074521,Familia T1,5,2021-02-19,2022-02-21,1538,91.75,97.0,48.34963805448806,0.5269715319290252,18,5179.86,3.6,1035.972,0,0,PUNTUAL,2022-05-23 18:00:00.000000,91.75,1446,0.0,True,False,True,True,3,ROJO,1,0.625
1000074551,Familia T1,2,2021-12-07,2025-04-03,401,1213.0,1213.0,0.0,0.0,3,1233.8,1.5,616.9,0,0,PUNTUAL,2028-07-29 00:00:00.000000,1213.0,-812,0.0,False,False,False,False,0,VERDE,4,0.0
1000074551,Familia T2,5,2021-12-07,2025-09-03,248,341.5,160.5,330.2033464397355,0.966920487378435,5,2842.06,1.0,568.412,0,0,PUNTUAL,2026-08-10 12:00:00.000000,341.5,-93,0.0,False,False,False,False,0,VERDE,4,0.0
1000074574,Familia T1,2,2024-10-17,2025-03-31,404,165.0,165.0,0.0,0.0,6,1832.1,3.0,916.05,0,0,MIXTO,2025-09-12 00:00:00.000000,165.0,239,0.0,True,False,True,True,3,ROJO,1,0.625
1000074594,Familia T1,13,2021-02-03,2025-11-06,184,144.75,122.0,117.8948154076336,0.8144719544568815,14,8872.44,1.0769230769230769,682.4953846153846,0,0,PUNTUAL,2026-03-30 18:00:00.000000,144.75,39,0.0,False,False,False,False,0,AMARILLO,3,0.10703259005145799
1000074620,Familia T1,7,2021-09-20,2025-03-27,408,214.0,177.5,206.4073642097103,0.9645203935033191,44,10121.58,6.285714285714286,1445.94,0,0,PUNTUAL,2025-10-27 00:00:00.000000,214.0,194,0.0,True,False,False,False,1,AMARILLO,3,0.43593023255813956
1000074620,Familia T2,6,2022-11-09,2025-03-27,408,173.8,21.0,236.5243327862907,1.3608994981949982,21,6308.530000000001,3.5,1051.4216666666669,0,0,PUNTUAL,2025-09-16 19:12:00.000000,173.8,234,0.0,True,False,True,False,2,ROJO,1,0.55
1000074650,Familia T2,3,2022-04-21,2025-08-01,281,599.0,599.0,418.0,0.6978297161936561,3,1474.27,1.0,491.42333333333335,0,0,PUNTUAL,2027-03-23 00:00:00.000000,599.0,-318,0.0,False,False,False,False,0,VERDE,4,0.0
1000074657,Familia T1,27,2021-03-15,2025-11-27,163,66.07692307692308,63.5,34.70637613434595,0.5252420136746185,157,57005.21,5.814814814814815,2111.304074074074,0,5,PUNTUAL,2026-02-01 01:50:46.153846,66.07692307692308,97,-99.999980000004,True,True,True,True,4,ROJO,1,0.99
1000074657,Familia T2,2,2023-06-20,2023-08-01,1012,42.0,42.0,0.0,0.0,1,372.75,0.5,186.375,0,0,SISTEMATICO,2023-09-12 00:00:00.000000,42.0,970,0.0,True,False,True,True,3,ROJO,1,0.625
1000074709,Familia T1,32,2021-01-25,2025-10-22,199,55.83870967741935,51.0,30.44624747701828,0.5452534210211246,167,129904.13,5.21875,4059.5040625,0,0,PUNTUAL,2025-12-16 20:07:44.516129,55.83870967741935,143,0.0,True,False,True,True,3,ROJO,1,0.625
1000074814,Familia T1,10,2021-04-30,2024-04-25,744,121.22222222222223,95.0,110.88710753412208,0.9147424086224553,10,6959.9800000000005,1.0,695.998,0,0,PUNTUAL,2024-08-24 05:20:00.000000,121.22222222222223,623,0.0,True,False,True,True,3,ROJO,1,0.625
1000074828,Familia T1,3,2021-02-03,2021-10-19,1663,129.0,129.0,29.0,0.2248062015503876,3,959.25,1.0,319.75,0,0,MIXTO,2022-02-25 00:00:00.000000,129.0,1534,0.0,True,False,True,True,3,ROJO,1,0.625
1000074885,Familia T1,13,2021-02-01,2025-10-30,191,144.33333333333334,134.0,115.87445313307369,0.8028253103908107,19,5042.789999999999,1.4615384615384615,387.906923076923,0,0,PUNTUAL,2026-03-23 08:00:00.000000,144.33333333333334,47,0.0,False,False,False,False,0,AMARILLO,3,0.12935779816513762
1000074885,Familia T2,14,2021-06-07,2025-10-30,191,123.53846153846153,124.0,119.48454382478828,0.9671849749204531,21,9401.91,1.5,671.5649999999999,0,0,PUNTUAL,2026-03-02 12:55:23.076923,123.53846153846153,68,0.0,True,False,False,False,1,AMARILLO,3,0.2934064237183447
